date,Albuquerque-Santa Fe NM,Atlanta GA,Austin TX,Bakersfield CA,Baltimore MD,Boston MA-Manchester NH,Charlotte NC,Chicago IL,Colorado Springs-Pueblo CO,Columbus OH,Dallas-Ft. Worth TX,Denver CO,Detroit MI,El Paso TX,Fresno-Visalia CA,Houston TX,Jacksonville FL,Kansas City MO,Las Vegas NV,Los Angeles CA,Louisville KY,Memphis TN,Miami-Ft. Lauderdale FL,Milwaukee WI,Minneapolis-St. Paul MN,Nashville TN,New York NY,Norfolk-Portsmouth-Newport News VA,Oklahoma City OK,Omaha NE,Ontario,Philadelphia PA,Phoenix AZ,Portland OR,Raleigh-Durham (Fayetteville) NC,San Antonio TX,San Diego CA,San Francisco-Oakland-San Jose CA,Seattle-Tacoma WA,Tucson AZ,Tulsa OK,Washington DC (Hagerstown MD),Wichita-Hutchinson KS
2021-07-25,44.673,31.657,51.4,17.0,36.937,30.988,30.357,23.685,35.654,,62.291,43.166,39.618,40.103,,27.416,28.388,44.224,34.677,42.736,53.16,,41.506,49.05,26.503,,53.448,87.389,,34.0,26.196,54.784,34.479,22.439,38.4,25.083,73.757,53.797,48.56,35.284,33.759,60.164,
2021-08-01,17.11,22.812,42.0,16.915,34.342,34.29,,22.688,,,30.265,31.888,44.811,64.512,24.5,41.002,,,40.219,67.788,38.046,26.517,30.213,21.83,40.346,25.0,47.356,72.796,21.22,,22.959,33.007,37.343,24.107,14.853,28.247,32.631,79.536,44.019,23.152,38.725,89.04,39.275
2021-08-08,,41.484,41.25,17.0,,28.229,21.025,14.5,19.43,35.097,67.571,61.978,41.875,35.528,40.011,34.799,17.988,41.156,22.632,55.65,24.0,11.111,,28.5,39.347,30.208,29.486,33.867,25.882,41.0,15.032,19.699,32.272,41.732,19.186,31.469,,63.291,63.304,,20.16,27.881,31.358
2021-08-15,42.356,31.238,76.833,,28.879,47.693,25.317,45.792,,27.711,49.142,30.866,29.661,41.138,18.309,21.271,36.342,,23.986,31.508,51.0,14.394,52.631,39.521,37.631,18.75,46.389,47.009,50.929,34.843,18.516,,14.538,36.392,,30.625,39.14,57.384,43.42,,,45.071,
2021-08-22,47.475,12.142,,57.812,27.777,35.466,26.466,26.844,32.783,13.737,67.373,40.499,28.02,93.495,,38.766,20.847,40.761,38.803,54.697,25.0,14.614,56.983,,30.99,19.422,38.017,27.111,23.52,30.558,14.072,38.408,40.979,42.17,,29.865,46.877,54.641,32.504,,45.461,32.929,
2021-08-29,25.152,40.189,40.884,22.809,72.583,36.873,32.643,30.579,24.583,32.344,36.755,22.895,25.765,,,28.402,19.987,29.002,24.344,88.129,27.254,19.127,24.628,22.05,49.641,,47.464,18.011,36.721,,27.506,39.621,,63.382,29.91,,44.988,54.852,78.863,36.79,44.652,31.333,19.005
2021-09-05,30.944,35.481,32.936,,33.0,21.486,31.709,28.557,24.361,,54.887,33.673,36.477,,23.251,38.452,,33.592,100.0,55.709,33.8,27.646,35.316,22.55,89.139,29.312,47.419,47.128,34.118,70.0,12.089,71.478,24.714,44.771,,43.0,43.502,58.65,57.581,,52.128,50.861,34.288
2021-09-12,19.94,38.034,,19.358,34.385,15.772,40.035,20.565,29.305,,46.672,43.081,56.751,32.413,,41.757,17.7,43.331,23.241,70.863,33.944,,28.709,30.4,62.336,22.412,37.558,58.251,,22.526,14.421,52.311,33.357,28.398,30.0,46.388,33.714,31.646,65.122,26.289,33.471,51.736,41.795
2021-09-19,19.113,29.15,90.75,37.998,,,77.213,24.349,23.492,,63.896,53.094,32.594,28.908,44.406,46.239,12.0,62.028,41.397,51.067,32.0,21.117,46.568,22.0,50.317,35.417,40.672,31.772,20.0,22.853,15.783,73.193,53.79,69.156,,,19.972,38.608,42.099,46.455,21.794,36.951,
2021-09-26,18.073,24.991,23.0,,28.018,17.152,22.023,30.2,29.0,19.864,24.646,25.71,61.017,58.381,20.275,32.679,25.282,54.299,30.599,57.837,56.25,20.164,28.087,30.034,23.799,80.134,48.579,,25.882,,25.553,23.088,23.745,25.181,13.0,34.535,54.096,51.477,20.839,,,52.022,
2021-10-03,42.707,25.295,32.024,26.647,52.606,30.845,38.64,40.659,21.5,14.307,,61.578,70.75,20.0,19.007,25.642,27.801,19.209,24.583,33.35,,26.789,41.076,48.661,58.502,,61.409,26.77,39.777,27.087,17.021,44.678,34.876,41.309,13.572,,39.463,37.342,69.24,25.257,,54.143,51.0
2021-10-10,65.378,42.091,17.0,,53.0,37.037,51.154,31.145,,16.927,32.696,69.685,58.004,,,36.962,,24.859,15.861,33.61,,24.193,26.55,37.667,39.561,,52.085,49.858,22.788,,26.982,44.083,29.421,,29.349,73.028,36.562,46.835,55.487,46.0,27.554,35.215,36.857
2021-10-17,51.346,29.413,,39.542,42.013,38.419,28.414,21.397,20.985,30.732,55.198,39.187,46.974,27.114,,51.535,,,33.255,32.605,24.0,44.589,38.509,24.0,26.175,53.342,38.769,34.026,25.987,30.988,28.862,78.953,38.282,56.384,14.0,,44.542,44.304,63.887,22.0,,35.123,19.955
2021-10-24,,12.726,,19.896,19.387,17.531,43.936,37.991,27.979,27.383,42.107,24.377,34.737,28.0,43.336,49.001,,65.537,20.75,69.958,,26.414,53.159,54.21,20.327,40.586,44.311,,50.588,,28.571,22.89,38.497,53.537,24.703,45.479,,65.19,59.11,91.549,32.119,45.804,
2021-10-31,44.077,16.821,26.496,100.0,18.421,,25.754,19.193,36.386,,43.606,50.744,39.091,42.122,34.012,33.633,,37.288,42.155,66.345,44.771,23.77,23.955,32.0,23.22,39.583,53.575,,,44.544,18.104,48.075,31.763,56.13,44.932,,52.564,40.506,61.019,,,71.163,24.198
2021-11-07,20.889,42.283,40.676,21.686,54.309,27.296,46.048,39.658,,25.071,53.572,51.983,26.54,30.514,30.968,41.719,15.989,51.028,48.28,46.145,38.401,45.426,52.854,41.775,34.639,32.532,60.704,,,20.862,41.738,83.268,44.461,33.228,17.0,35.602,36.799,37.025,76.717,39.199,55.199,45.139,
2021-11-14,43.052,15.005,44.75,,20.927,19.676,21.531,45.09,,29.894,25.618,31.897,30.063,23.0,,35.344,19.987,22.599,31.723,59.954,40.09,29.293,37.278,32.783,100.0,14.495,63.891,,54.6,18.726,26.635,33.702,39.854,42.677,86.273,32.739,35.702,52.321,61.897,17.165,41.244,47.309,25.657
2021-11-21,34.316,37.116,24.785,21.255,53.088,33.456,56.926,18.432,23.482,10.156,18.502,60.161,25.659,,40.0,44.755,21.943,19.209,13.711,78.534,27.07,33.983,28.375,30.0,40.907,38.717,35.638,77.2,27.059,,25.76,68.613,57.806,27.406,23.318,19.334,,17.722,86.074,,,62.402,
2021-11-28,37.156,30.961,31.446,19.632,41.027,29.793,46.466,32.129,29.452,35.614,35.771,31.563,41.106,23.374,,15.997,14.995,35.469,27.202,53.928,24.0,,,,55.643,49.669,63.536,32.219,17.647,15.881,21.448,50.037,59.12,46.716,16.143,26.628,23.3,35.021,25.096,,47.85,44.494,
2021-12-05,38.054,21.956,,,20.562,18.97,37.938,25.766,,20.295,30.208,65.025,31.368,,46.016,36.949,25.0,27.119,22.852,60.358,47.398,36.606,28.295,53.715,75.432,28.024,59.152,25.065,,22.943,33.595,55.986,,70.891,40.28,83.769,33.294,43.882,74.13,19.0,,17.603,
2021-12-12,38.918,49.993,64.249,23.311,25.009,41.866,26.506,52.897,39.924,35.422,52.034,35.016,34.541,,42.515,32.864,21.173,25.989,,42.466,,25.589,25.538,,45.471,21.875,59.407,33.061,35.492,25.744,45.853,51.946,44.662,76.49,23.0,,60.608,24.051,40.802,33.123,,39.909,63.023
2021-12-19,42.788,30.469,23.0,,21.0,52.564,24.828,29.295,20.018,40.711,37.669,68.436,25.784,26.179,48.712,32.499,,100.0,41.517,45.007,43.877,25.664,21.709,25.0,25.956,,44.483,41.031,37.988,22.32,32.694,28.867,39.741,56.74,33.256,,43.542,64.979,53.163,,39.987,49.992,
2021-12-26,31.577,15.784,61.015,21.425,41.45,18.519,63.891,30.0,21.754,24.487,47.942,48.647,42.756,63.577,49.052,56.08,48.5,27.114,,40.728,35.425,,22.58,,41.359,29.096,37.858,61.674,28.651,43.0,25.963,58.156,25.804,34.32,23.019,27.677,32.458,38.186,55.714,28.0,24.777,30.888,50.0
2022-01-02,49.863,34.988,,34.389,51.089,42.682,,44.701,49.078,57.083,28.153,51.266,58.894,,52.269,34.338,16.989,33.898,26.079,61.212,34.342,32.374,29.781,37.0,66.491,,42.146,30.027,,,13.836,58.019,38.431,55.761,,,32.326,32.911,47.485,27.362,,57.715,25.235
2022-01-09,81.053,16.189,52.942,26.782,19.568,23.542,100.0,70.165,46.628,54.312,41.274,100.0,25.39,27.412,42.648,33.772,,79.997,33.903,88.387,23.25,34.543,24.703,27.455,55.131,,48.482,29.713,40.0,44.132,11.726,72.804,87.227,30.33,23.07,47.838,73.04,62.658,34.683,,40.452,43.63,39.641
2022-01-16,53.158,39.379,21.0,22.318,,46.552,,32.689,25.962,47.331,33.204,47.473,40.01,24.346,,32.833,11.34,71.411,26.786,73.092,24.679,,55.172,51.933,62.111,85.037,55.468,34.22,,27.929,11.64,66.4,23.26,28.372,24.499,24.17,58.691,94.937,42.078,35.022,,43.832,21.0
2022-01-23,53.624,22.361,55.391,,46.13,20.701,,22.885,24.013,34.438,23.289,71.639,57.043,60.612,35.799,38.909,,42.768,32.422,72.467,31.667,16.162,31.697,36.539,42.158,21.259,84.35,,32.83,22.212,29.889,79.126,30.529,55.656,26.728,35.677,42.172,80.591,69.684,,,29.368,40.607
2022-01-30,10.507,31.582,,22.308,39.83,23.843,59.406,23.381,,,53.367,31.079,33.168,,35.471,29.766,35.153,21.469,37.219,94.344,25.473,,24.981,24.545,33.012,37.687,41.723,28.141,40.225,,34.033,58.931,29.075,52.741,27.494,16.24,28.376,74.262,80.679,20.479,34.714,48.565,
2022-02-06,34.819,36.647,28.337,32.53,29.943,53.392,,23.634,30.0,19.001,47.725,43.055,37.229,24.309,,43.553,11.0,40.875,38.115,80.308,43.017,12.121,31.856,37.0,34.555,47.604,38.844,34.83,,29.868,19.267,30.524,68.429,48.375,32.496,41.952,32.548,62.025,56.979,,41.662,51.829,53.359
2022-02-13,22.226,17.65,30.655,29.062,28.278,14.168,17.816,28.026,,22.264,76.963,26.426,36.211,37.29,18.169,39.159,17.011,43.277,27.614,50.366,18.0,17.042,38.736,14.0,28.303,16.667,69.223,54.801,19.378,,22.733,36.373,59.596,42.509,17.748,16.839,25.644,33.333,78.858,25.748,,32.82,
2022-02-20,33.347,27.42,19.009,24.283,20.21,36.988,46.48,31.754,22.0,24.717,35.001,38.025,37.53,23.745,,33.097,21.502,30.508,25.747,57.597,69.0,25.253,34.64,20.0,57.14,41.108,51.75,21.69,19.271,,12.776,41.869,22.511,78.93,19.912,75.926,38.089,38.608,88.767,42.914,,53.274,32.805
2022-02-27,24.187,30.218,37.172,18.406,22.013,24.052,30.404,21.785,57.915,29.711,54.66,69.909,24.704,19.936,25.009,69.545,21.985,,38.214,32.246,,,40.348,36.027,25.727,32.292,58.86,29.026,35.294,38.393,20.523,65.117,32.448,50.32,15.328,19.281,17.761,58.65,65.783,25.709,16.262,64.79,44.776
2022-03-06,22.782,27.238,17.503,14.284,27.815,17.996,23.276,40.531,,24.426,33.821,58.3,26.981,31.472,27.899,45.984,21.466,35.028,32.919,77.179,23.75,16.462,25.401,,29.437,14.495,43.202,,35.324,23.981,23.086,68.219,15.991,30.699,25.763,37.178,54.503,49.789,61.956,24.794,,51.86,16.95
2022-03-13,24.68,32.647,15.689,15.8,22.692,27.072,39.076,25.832,19.119,21.924,52.345,60.01,41.305,29.832,,63.543,,34.598,52.066,63.832,25.0,27.273,32.617,41.887,46.666,20.432,53.427,44.522,23.173,,12.006,41.342,46.629,51.789,15.0,56.649,30.153,50.211,64.194,19.995,19.052,41.756,
2022-03-20,34.315,21.18,33.29,14.062,19.0,26.07,37.991,61.986,43.873,36.493,43.604,55.342,27.411,25.327,,54.996,21.253,41.269,27.728,65.531,34.75,13.131,49.235,26.4,47.985,26.091,66.953,16.014,38.747,100.0,28.823,56.749,,34.274,19.091,24.154,25.532,35.021,79.55,21.57,,67.918,17.782
2022-03-27,,25.491,28.665,,17.0,22.56,22.174,28.908,32.0,37.659,38.873,37.387,46.25,38.381,45.006,33.276,14.803,17.576,23.449,41.82,26.318,31.295,43.38,34.153,17.629,,76.121,,,23.814,27.483,28.24,35.964,94.881,23.864,19.102,25.148,56.329,43.292,16.152,,44.349,22.757
2022-04-03,23.463,23.528,,12.0,25.124,27.102,14.54,20.612,18.0,37.104,42.218,33.563,24.418,,15.306,44.878,7.005,41.971,17.033,49.344,24.0,32.249,26.603,28.184,39.854,14.131,87.704,,23.844,14.74,15.481,79.911,26.539,49.386,30.136,,20.342,61.181,35.515,20.562,15.957,49.378,17.489
2022-04-10,18.837,36.715,15.212,19.596,28.477,17.063,24.251,30.94,,16.589,43.54,66.594,51.633,,48.387,73.321,18.992,39.999,30.805,64.338,,30.981,41.599,16.0,21.825,27.539,74.796,22.832,,38.476,29.472,47.778,38.04,28.372,30.829,,33.14,51.477,55.245,41.043,16.989,66.255,20.861
2022-04-17,19.042,14.671,20.404,33.031,20.827,25.382,28.264,51.67,46.628,,64.541,27.827,33.324,25.038,18.242,37.487,10.993,49.111,22.545,42.678,24.261,14.141,33.266,24.554,21.924,32.124,61.506,73.916,19.87,15.472,21.517,47.446,18.716,55.203,31.537,,26.061,59.072,62.502,35.284,32.646,31.697,15.241
2022-04-24,16.037,38.347,18.407,25.622,23.04,34.975,22.41,45.692,18.022,23.275,49.541,49.132,22.556,14.64,24.797,59.812,,41.19,13.213,69.035,20.0,31.313,27.777,26.171,24.205,17.281,86.922,46.324,,16.903,26.974,61.607,37.968,41.659,20.954,19.674,24.324,44.726,46.784,,28.982,40.222,
2022-05-01,20.501,39.519,30.139,13.588,31.232,16.154,17.702,23.906,,25.054,50.278,68.249,31.797,25.57,26.327,19.953,15.161,55.998,34.705,68.278,27.741,33.001,55.853,24.8,,22.46,50.643,21.901,15.896,21.126,22.404,47.085,,42.152,31.5,58.021,25.334,48.945,25.462,18.119,46.837,25.899,17.612
2022-05-08,32.523,23.946,,20.447,22.367,16.796,42.936,31.424,17.824,31.924,44.148,47.409,28.354,45.813,48.017,26.939,26.832,51.997,19.35,70.389,28.432,17.635,24.104,,46.679,20.509,40.227,69.491,,37.0,22.495,51.353,50.465,43.236,60.873,61.708,35.236,32.068,24.045,,23.934,66.926,21.245
2022-05-15,28.41,54.793,29.658,15.882,16.979,20.349,17.136,33.943,,,42.216,51.369,33.003,,46.513,50.889,15.501,31.638,,71.075,36.812,19.47,32.879,40.0,38.315,36.721,63.881,32.867,21.743,20.887,44.063,31.263,,60.585,21.076,38.399,23.739,38.819,51.543,26.452,,29.741,29.958
2022-05-22,29.102,40.405,18.449,,32.603,21.435,45.508,43.36,33.95,61.974,21.149,39.005,44.303,18.112,14.748,44.013,,37.352,19.272,59.781,41.312,20.5,33.0,34.2,28.06,23.192,30.017,60.504,23.844,,40.125,37.039,34.59,49.953,,18.151,18.767,46.414,46.663,33.105,38.975,56.128,20.956
2022-05-29,33.88,36.641,13.929,27.883,16.036,16.204,31.301,16.737,17.308,,39.631,30.002,47.512,45.813,23.991,37.815,9.339,32.788,27.696,62.586,,,61.675,20.09,27.797,31.299,31.621,18.834,44.706,,22.422,42.489,43.032,41.748,22.5,,28.092,47.89,53.004,26.498,14.991,54.131,
2022-06-05,24.926,25.295,18.0,49.259,25.0,23.017,30.976,32.619,21.0,,32.003,42.026,41.956,,30.989,41.969,39.354,39.963,12.181,51.489,24.0,21.212,21.801,35.708,19.163,34.674,31.427,31.651,38.824,30.596,58.764,61.492,42.159,46.881,27.335,37.092,29.508,68.776,93.07,,,47.079,34.656
2022-06-12,39.123,42.271,,25.417,29.218,34.708,22.549,31.785,42.937,26.121,36.999,59.129,51.192,,,33.856,,46.343,24.104,51.255,30.344,43.434,46.995,25.0,32.218,16.428,78.984,28.54,72.901,25.132,42.169,48.117,36.155,33.258,36.402,38.169,,69.198,37.238,17.165,25.934,69.314,22.193
2022-06-19,18.593,45.653,61.473,26.937,34.287,32.633,29.333,56.319,35.95,31.193,44.372,60.109,56.302,,29.923,29.015,,48.711,82.02,32.69,,,32.794,,21.9,,43.463,37.771,,,25.484,55.829,18.899,18.507,26.345,,43.082,47.257,77.252,30.516,42.973,54.95,27.058
2022-06-26,34.822,21.9,17.737,26.343,31.667,,,60.371,,28.862,51.489,58.059,36.135,31.097,22.008,33.735,14.0,33.508,32.687,44.325,17.0,14.334,41.003,31.289,42.345,35.065,37.547,64.937,21.176,44.02,38.809,59.475,22.85,45.048,,63.467,,25.527,54.722,16.046,46.729,39.912,
2022-07-03,29.716,34.428,,,34.289,22.066,23.206,38.487,53.587,27.875,45.054,50.777,37.526,74.759,,55.927,27.194,32.475,17.054,62.665,35.0,18.122,40.828,,23.661,37.471,85.154,26.023,33.919,,19.816,29.683,37.608,34.423,53.901,41.474,20.018,44.937,61.313,54.357,13.547,100.0,39.0
2022-07-10,43.981,45.355,28.23,17.0,,15.398,36.603,67.196,16.406,71.894,73.553,54.059,31.141,30.527,,58.084,20.5,33.898,16.843,63.402,29.135,41.324,39.985,52.598,84.85,18.379,63.105,37.912,34.118,,33.159,44.296,42.886,50.844,26.728,30.534,25.045,55.274,70.007,,25.984,49.934,24.924
2022-07-17,20.277,26.684,21.279,20.533,,24.751,21.622,43.277,45.0,33.736,21.622,38.829,41.681,31.198,,41.155,,43.148,29.811,69.357,32.929,50.343,83.392,25.538,74.671,24.65,45.828,27.7,29.334,15.472,22.849,54.629,42.849,46.792,35.7,90.327,35.139,57.806,96.657,47.616,,48.889,47.582
2022-07-24,,49.129,30.471,53.119,29.102,59.67,35.637,40.949,36.278,54.901,45.209,55.079,31.729,18.378,,29.58,,25.989,,64.758,,,25.24,,63.421,29.956,89.426,45.265,25.831,32.55,25.352,46.814,64.719,42.732,29.643,40.818,55.755,69.62,59.513,,60.534,46.075,19.825
2022-07-31,25.384,18.558,19.0,28.243,25.399,17.713,19.242,47.486,44.244,25.883,22.498,46.914,41.847,,21.999,48.106,19.331,57.578,18.869,48.462,47.399,84.975,18.044,33.597,34.625,34.087,56.843,28.757,39.833,55.713,18.213,78.095,51.55,61.669,16.255,15.285,38.688,51.477,63.527,40.393,29.188,42.008,
2022-08-07,22.368,34.732,41.036,29.592,22.038,24.895,,64.087,50.433,24.668,58.602,61.17,56.103,49.528,29.478,33.103,13.833,,37.356,73.258,43.683,11.111,43.646,44.161,47.889,37.914,76.32,22.019,17.395,33.036,33.941,71.908,25.45,45.288,52.527,74.692,42.568,64.768,30.1,,26.124,60.299,
2022-08-14,28.921,32.344,16.0,,,39.829,24.798,77.352,19.971,19.086,61.086,53.776,49.593,,,64.645,17.011,62.665,36.812,77.457,21.023,13.131,20.876,,30.415,,47.357,52.324,48.682,,33.888,76.641,39.865,39.11,40.522,30.545,,54.008,72.71,17.722,,54.571,22.0
2022-08-21,22.996,34.287,31.485,25.881,,30.054,21.03,38.255,40.607,21.873,36.041,39.207,61.571,58.763,,49.83,31.021,26.299,32.255,65.784,30.627,32.757,23.591,25.113,37.998,18.36,64.746,72.842,27.748,51.0,29.787,84.05,30.529,61.083,39.349,42.839,29.963,66.245,47.741,15.046,19.474,47.204,
2022-08-28,35.456,31.15,44.806,33.459,26.144,35.977,30.756,49.878,,,73.906,35.405,69.18,,42.015,52.966,,32.764,20.181,36.611,25.963,11.998,32.397,21.5,36.159,22.787,62.408,45.04,18.824,35.696,21.097,61.834,29.751,44.652,,29.568,28.495,60.759,51.916,45.252,25.229,77.036,29.529
2022-09-04,65.771,47.582,13.923,,56.358,24.612,21.929,36.426,22.253,27.585,63.709,68.023,41.709,45.727,,55.364,18.452,67.797,19.015,50.158,,,23.153,19.0,70.375,17.016,38.625,20.549,25.615,35.687,30.364,62.38,55.357,,18.517,,31.798,42.827,39.13,16.212,37.612,22.904,54.675
2022-09-11,25.853,31.305,14.0,,17.355,43.788,32.334,44.249,44.038,38.98,67.869,30.544,56.491,25.15,21.991,50.598,22.505,35.42,21.976,78.194,20.656,15.661,24.311,23.782,31.153,35.441,84.44,,,,31.924,53.676,25.939,37.275,,40.406,18.767,61.603,65.332,,,33.186,15.683
2022-09-18,,41.005,26.52,13.941,27.018,,30.686,44.974,26.788,22.157,44.643,32.245,38.411,,36.792,71.004,28.599,28.249,26.508,53.101,32.8,35.539,27.336,36.069,26.993,,41.569,,23.529,,26.005,70.871,43.246,45.895,19.115,38.131,39.095,34.177,76.797,,23.985,72.224,
2022-09-25,22.105,27.696,20.093,21.006,20.41,19.317,27.388,49.263,14.978,13.425,18.015,72.201,25.853,19.634,34.624,40.585,30.02,49.988,17.054,84.023,42.713,,27.618,,32.739,28.459,41.722,66.917,16.308,24.432,18.425,19.506,17.755,45.579,17.0,17.258,48.862,56.962,54.851,19.073,25.401,49.223,40.273
2022-10-02,54.542,21.113,25.586,13.012,30.0,28.624,,52.199,,21.484,54.286,49.243,69.55,21.462,42.095,29.8,20.594,30.035,16.714,69.663,40.033,,28.955,30.0,23.718,15.461,60.356,29.74,46.711,56.471,31.77,74.752,34.093,33.087,,37.742,22.765,53.165,94.126,,27.982,54.382,41.722
2022-10-09,25.015,21.282,32.228,23.738,38.581,29.219,,42.153,,31.794,31.786,59.796,56.354,40.203,44.016,30.971,18.987,25.218,24.542,67.096,28.979,34.343,32.24,34.527,50.248,24.641,40.817,35.909,37.647,,30.216,99.734,32.932,66.763,41.875,35.713,15.526,57.384,73.25,22.456,,49.889,
2022-10-16,23.576,24.108,31.877,18.526,25.044,18.019,34.771,77.735,,22.236,22.772,71.837,30.218,21.184,,36.853,,25.978,16.316,56.033,20.898,19.658,31.212,33.5,31.487,24.907,67.39,31.492,16.843,,47.019,48.831,29.52,57.863,,36.235,22.938,54.852,82.65,,,38.773,25.593
2022-10-23,41.053,37.221,27.425,19.518,24.27,29.105,48.554,55.631,23.275,22.659,49.12,58.965,55.978,22.374,31.8,29.731,24.983,25.07,30.795,63.663,24.246,36.518,22.873,,70.981,,57.789,29.034,,17.252,28.731,42.123,25.198,42.373,20.118,25.571,,59.072,57.734,,22.86,22.438,25.0
2022-10-30,18.238,28.897,41.983,25.0,41.296,17.045,28.782,34.145,,20.297,74.789,70.1,21.902,27.1,21.454,66.042,21.641,21.469,32.905,57.268,38.831,15.953,42.19,63.88,41.004,23.434,54.112,50.044,,26.951,29.969,55.476,16.782,29.66,22.034,,79.662,25.316,69.74,,45.296,63.436,15.0
2022-11-06,31.275,46.637,25.042,30.977,30.09,20.239,28.137,31.186,25.866,,42.951,44.841,36.256,,30.646,26.764,,47.157,31.07,74.02,33.801,20.202,25.785,17.077,28.09,21.259,61.881,45.419,36.864,13.718,19.282,85.364,24.983,34.445,27.924,17.095,42.785,42.194,40.853,23.055,,72.504,17.0
2022-11-13,34.735,67.379,23.871,45.0,29.905,15.257,22.65,41.737,15.811,24.147,49.04,50.792,45.846,,18.993,50.837,19.647,29.979,26.066,72.639,44.0,19.321,27.353,27.0,60.268,18.843,60.252,26.132,36.964,24.95,32.484,55.397,28.462,22.459,24.818,44.115,,73.84,55.777,30.519,,47.728,
2022-11-20,,34.489,35.412,25.716,15.12,40.292,40.374,54.104,24.0,24.975,48.712,63.22,19.983,38.498,,37.056,,35.134,25.949,49.71,,19.192,65.854,,26.691,37.031,32.508,23.02,20.062,20.171,30.677,91.063,35.859,55.703,21.362,33.0,24.964,37.975,89.575,,43.402,41.789,
2022-11-27,23.651,32.1,24.837,32.733,22.99,24.939,34.637,39.456,72.533,28.472,34.768,47.194,32.01,21.901,,26.471,19.504,31.335,56.688,73.954,,23.505,54.584,14.0,39.694,25.37,59.678,41.904,38.557,19.669,30.373,55.775,45.943,35.958,21.955,43.944,28.427,78.059,68.797,28.414,20.054,38.287,21.909
2022-12-04,9.789,44.89,20.445,28.723,38.585,39.472,22.23,43.882,,44.003,48.971,35.956,41.248,24.649,28.673,64.479,12.341,45.034,32.484,31.991,36.673,50.983,61.994,47.4,39.413,17.394,72.679,86.235,62.19,16.292,41.148,79.288,64.817,,36.654,43.548,24.411,34.599,81.024,36.093,30.981,83.333,
2022-12-11,22.155,47.703,16.837,24.158,50.95,33.193,26.264,64.679,24.963,22.082,21.071,54.822,36.146,48.231,,15.312,11.992,30.297,30.453,50.837,24.333,17.772,26.636,,40.13,14.53,44.2,34.428,24.838,23.0,33.001,56.526,63.877,36.179,31.741,43.143,36.885,21.519,56.456,19.765,13.991,88.629,35.594
2022-12-18,25.059,53.713,32.066,72.03,30.693,32.151,26.454,56.602,,100.0,37.727,65.494,37.362,23.461,23.008,39.117,17.988,46.805,24.19,60.138,13.711,14.141,49.792,,35.305,14.025,50.794,55.018,,32.687,39.667,52.753,19.868,52.233,25.128,19.106,52.699,49.367,81.168,26.702,,31.475,75.204
2022-12-25,,20.29,47.388,33.657,19.914,36.621,24.251,42.583,,24.786,54.074,32.145,30.806,,,46.242,26.164,32.883,22.602,59.952,,24.687,29.823,37.914,38.92,,42.041,30.481,,27.053,43.351,44.789,,70.731,50.771,29.403,43.067,54.43,45.624,17.891,,83.999,19.051
